path,name,size
/extsd/ugc_dataset/original_videos/TelevisionClip/480P/TelevisionClip_480P-0e46.mkv,TelevisionClip_480P-0e46,276051120
/extsd/ugc_dataset/original_videos/TelevisionClip/480P/TelevisionClip_480P-27ca.mkv,TelevisionClip_480P-27ca,276511972
/extsd/ugc_dataset/original_videos/TelevisionClip/480P/TelevisionClip_480P-3617.mkv,TelevisionClip_480P-3617,366367981
/extsd/ugc_dataset/original_videos/TelevisionClip/480P/TelevisionClip_480P-0d89.mkv,TelevisionClip_480P-0d89,310553536
/extsd/ugc_dataset/original_videos/TelevisionClip/480P/TelevisionClip_480P-2ead.mkv,TelevisionClip_480P-2ead,259426835
/extsd/ugc_dataset/original_videos/TelevisionClip/480P/TelevisionClip_480P-723e.mkv,TelevisionClip_480P-723e,276511982
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-525d.mkv,TelevisionClip_1080P-525d,1863162166
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-5e68.mkv,TelevisionClip_1080P-5e68,1866272621
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-3b9b.mkv,TelevisionClip_1080P-3b9b,1866272605
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-3d83.mkv,TelevisionClip_1080P-3d83,1035781566
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-3d10.mkv,TelevisionClip_1080P-3d10,1866272621
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-401e.mkv,TelevisionClip_1080P-401e,1552116832
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-6026.mkv,TelevisionClip_1080P-6026,1552116812
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-3758.mkv,TelevisionClip_1080P-3758,1866272619
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-4c24.mkv,TelevisionClip_1080P-4c24,1489907746
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-5278.mkv,TelevisionClip_1080P-5278,1533454086
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-4c94.mkv,TelevisionClip_1080P-4c94,1863162150
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-0604.mkv,TelevisionClip_1080P-0604,1555227283
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-3e42.mkv,TelevisionClip_1080P-3e42,1399712611
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-63e6.mkv,TelevisionClip_1080P-63e6,1866272621
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-7eff.mkv,TelevisionClip_1080P-7eff,1866272617
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-68c6.mkv,TelevisionClip_1080P-68c6,1552116828
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-64e2.mkv,TelevisionClip_1080P-64e2,1552116828
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-39e3.mkv,TelevisionClip_1080P-39e3,1166427293
/extsd/ugc_dataset/original_videos/TelevisionClip/1080P/TelevisionClip_1080P-6282.mkv,TelevisionClip_1080P-6282,1866272621
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-6093.mkv,HowTo_360P-6093,172826728
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-5da7.mkv,HowTo_360P-5da7,207046291
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-09f8.mkv,HowTo_360P-09f8,207046302
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-7fb1.mkv,HowTo_360P-7fb1,207391945
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-3aa6.mkv,HowTo_360P-3aa6,165913694
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-0562.mkv,HowTo_360P-0562,172826728
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-2a3b.mkv,HowTo_360P-2a3b,103696262
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-041c.mkv,HowTo_360P-041c,207391960
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-4276.mkv,HowTo_360P-4276,207391976
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-7083.mkv,HowTo_360P-7083,207046293
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-2074.mkv,HowTo_360P-2074,207391956
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-7dcd.mkv,HowTo_360P-7dcd,165913678
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-2d35.mkv,HowTo_360P-2d35,207046304
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-06be.mkv,HowTo_360P-06be,172826724
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-1823.mkv,HowTo_360P-1823,207391945
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-4e4c.mkv,HowTo_360P-4e4c,172826724
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-1dba.mkv,HowTo_360P-1dba,195985419
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-18e7.mkv,HowTo_360P-18e7,103350612
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-2fd5.mkv,HowTo_360P-2fd5,130657013
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-127f.mkv,HowTo_360P-127f,172481074
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-6a0e.mkv,HowTo_360P-6a0e,207391945
/extsd/ugc_dataset/original_videos/HowTo/360P/HowTo_360P-55e9.mkv,HowTo_360P-55e9,207391962
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-0a67.mkv,HowTo_720P-0a67,828089544
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-2cc6.mkv,HowTo_720P-2cc6,828089905
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-6791.mkv,HowTo_720P-6791,828089527
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-017a.mkv,HowTo_720P-017a,829472008
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-06eb.mkv,HowTo_720P-06eb,829472008
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-37d0.mkv,HowTo_720P-37d0,829472010
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-0c47.mkv,HowTo_720P-0c47,691226776
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-21c6.mkv,HowTo_720P-21c6,828089544
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-0b01.mkv,HowTo_720P-0b01,663577730
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-7878.mkv,HowTo_720P-7878,828089527
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-3813.mkv,HowTo_720P-3813,689844306
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-4d55.mkv,HowTo_720P-4d55,828089556
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-12f7.mkv,HowTo_720P-12f7,1658943385
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-111e.mkv,HowTo_720P-111e,828089542
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-4d9e.mkv,HowTo_720P-4d9e,828089542
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-479b.mkv,HowTo_720P-479b,828089540
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-3a5d.mkv,HowTo_720P-3a5d,829471983
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-269e.mkv,HowTo_720P-269e,552981536
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-7782.mkv,HowTo_720P-7782,829471996
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-7c38.mkv,HowTo_720P-7c38,829472008
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-483c.mkv,HowTo_720P-483c,691226776
/extsd/ugc_dataset/original_videos/HowTo/720P/HowTo_720P-6323.mkv,HowTo_720P-6323,829472010
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-3435.mkv,HowTo_480P-3435,552562525
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-4a28.mkv,HowTo_480P-4a28,310553536
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-5a3c.mkv,HowTo_480P-5a3c,368959983
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-0d00.mkv,HowTo_480P-0d00,230426736
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-64a2.mkv,HowTo_480P-64a2,368345049
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-221e.mkv,HowTo_480P-221e,138256290
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-4948.mkv,HowTo_480P-4948,18434670
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-32c9.mkv,HowTo_480P-32c9,230426736
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-4332.mkv,HowTo_480P-4332,276051136
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-0eb3.mkv,HowTo_480P-0eb3,366367981
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-4c99.mkv,HowTo_480P-4c99,367231966
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-63a2.mkv,HowTo_480P-63a2,310553532
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-187c.mkv,HowTo_480P-187c,365270381
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-4b6a.mkv,HowTo_480P-4b6a,18434672
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-04f1.mkv,HowTo_480P-04f1,276051114
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-15c1.mkv,HowTo_480P-15c1,200891959
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-7c11.mkv,HowTo_480P-7c11,310553536
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-60b3.mkv,HowTo_480P-60b3,138256290
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-470b.mkv,HowTo_480P-470b,276511974
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-56a5.mkv,HowTo_480P-56a5,276511968
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-0cb3.mkv,HowTo_480P-0cb3,276511972
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-48ac.mkv,HowTo_480P-48ac,367730111
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-7579.mkv,HowTo_480P-7579,368345034
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-118d.mkv,HowTo_480P-118d,276511980
/extsd/ugc_dataset/original_videos/HowTo/480P/HowTo_480P-2610.mkv,HowTo_480P-2610,18434670
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-1f3b.mkv,HowTo_1080P-1f3b,1866272615
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-36a9.mkv,HowTo_1080P-36a9,1847609829
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-6cbf.mkv,HowTo_1080P-6cbf,1863162135
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-55d1.mkv,HowTo_1080P-55d1,1863162148
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-64f7.mkv,HowTo_1080P-64f7,1555227283
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-63ec.mkv,HowTo_1080P-63ec,1863162166
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-63e4.mkv,HowTo_1080P-63e4,1866272588
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-52bb.mkv,HowTo_1080P-52bb,933136605
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-7399.mkv,HowTo_1080P-7399,1866272615
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-763c.mkv,HowTo_1080P-763c,3729434151
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-63b4.mkv,HowTo_1080P-63b4,1863162144
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-03fd.mkv,HowTo_1080P-03fd,1866272588
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-13aa.mkv,HowTo_1080P-13aa,1489907762
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-0267.mkv,HowTo_1080P-0267,1866272611
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-7f4c.mkv,HowTo_1080P-7f4c,1863162164
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-7f18.mkv,HowTo_1080P-7f18,1866272617
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-4d7b.mkv,HowTo_1080P-4d7b,1863162162
/extsd/ugc_dataset/original_videos/HowTo/1080P/HowTo_1080P-7cf2.mkv,HowTo_1080P-7cf2,1860051697
/extsd/ugc_dataset/original_videos/Vlog/360P/Vlog_360P-4d71.mkv,Vlog_360P-4d71,207391945
/extsd/ugc_dataset/original_videos/Vlog/360P/Vlog_360P-3121.mkv,Vlog_360P-3121,207391945
/extsd/ugc_dataset/original_videos/Vlog/360P/Vlog_360P-5f43.mkv,Vlog_360P-5f43,207046318
/extsd/ugc_dataset/original_videos/Vlog/360P/Vlog_360P-4697.mkv,Vlog_360P-4697,207391945
/extsd/ugc_dataset/original_videos/Vlog/360P/Vlog_360P-0432.mkv,Vlog_360P-0432,207046322
/extsd/ugc_dataset/original_videos/Vlog/360P/Vlog_360P-435d.mkv,Vlog_360P-435d,207391945
